perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Par:Eden:Space:u(a-b),MaGC:Par:Eden:Space:c(a-b),MaGC:Par:Eden:Space:u(a),MaGC:Par:Eden:Space:u(b),MaGC:Par:Eden:Space:c(a),MaGC:Par:Eden:Space:c(b),MaGC:Par:Eden:Space:i(a),MaGC:Par:Eden:Space:i(b),MaGC:Par:Eden:Space:m(a),MaGC:Par:Eden:Space:m(b),MaGC:CMS:Old:Gen:u(a-b),MaGC:CMS:Old:Gen:c(a-b),MaGC:CMS:Old:Gen:u(a),MaGC:CMS:Old:Gen:u(b),MaGC:CMS:Old:Gen:c(a),MaGC:CMS:Old:Gen:c(b),MaGC:CMS:Old:Gen:i(a),MaGC:CMS:Old:Gen:i(b),MaGC:CMS:Old:Gen:m(a),MaGC:CMS:Old:Gen:m(b),MaGC:Par:Survivor:Space:u(a-b),MaGC:Par:Survivor:Space:c(a-b),MaGC:Par:Survivor:Space:u(a),MaGC:Par:Survivor:Space:u(b),MaGC:Par:Survivor:Space:c(a),MaGC:Par:Survivor:Space:c(b),MaGC:Par:Survivor:Space:i(a),MaGC:Par:Survivor:Space:i(b),MaGC:Par:Survivor:Space:m(a),MaGC:Par:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:Par:Eden:Space:u(a-b),MiGC:Par:Eden:Space:c(a-b),MiGC:Par:Eden:Space:u(a),MiGC:Par:Eden:Space:u(b),MiGC:Par:Eden:Space:c(a),MiGC:Par:Eden:Space:c(b),MiGC:Par:Eden:Space:i(a),MiGC:Par:Eden:Space:i(b),MiGC:Par:Eden:Space:m(a),MiGC:Par:Eden:Space:m(b),MiGC:CMS:Old:Gen:u(a-b),MiGC:CMS:Old:Gen:c(a-b),MiGC:CMS:Old:Gen:u(a),MiGC:CMS:Old:Gen:u(b),MiGC:CMS:Old:Gen:c(a),MiGC:CMS:Old:Gen:c(b),MiGC:CMS:Old:Gen:i(a),MiGC:CMS:Old:Gen:i(b),MiGC:CMS:Old:Gen:m(a),MiGC:CMS:Old:Gen:m(b),MiGC:Par:Survivor:Space:u(a-b),MiGC:Par:Survivor:Space:c(a-b),MiGC:Par:Survivor:Space:u(a),MiGC:Par:Survivor:Space:u(b),MiGC:Par:Survivor:Space:c(a),MiGC:Par:Survivor:Space:c(b),MiGC:Par:Survivor:Space:i(a),MiGC:Par:Survivor:Space:i(b),MiGC:Par:Survivor:Space:m(a),MiGC:Par:Survivor:Space:m(b)
1958565,209715200,9417576,200297624,1958564,69926912,56854664,13072248,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,476,1.2954986184E10,7.465824E7,175200.0,7.448304E7,1939577.0,1958516,1958523,7,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29128,0,56854664,56825536,69926912,69926912,69926912,69926912,69926912,69926912,57440,0,1332400,1274960,3473408,3473408,3473408,3473408,3473408,3473408
1961801,209715200,9417576,200297624,1961800,69926912,56942264,12984648,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,477,1.2982970056E10,7.474584E7,175200.0,7.457064E7,1942788.0,1961728,1961734,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,56942264,56854664,69926912,69926912,69926912,69926912,69926912,69926912,-86160,0,1246240,1332400,3473408,3473408,3473408,3473408,3473408,3473408
1965553,209715200,9417576,200297624,1965465,69926912,56942264,12984648,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,478,1.301083684E10,7.474584E7,175200.0,7.457064E7,1946600.0,1965543,1965546,3,-27866784,0,0,27866784,27983872,27983872,27983872,27983872,27983872,27983872,0,0,56942264,56942264,69926912,69926912,69926912,69926912,69926912,69926912,89776,0,1336016,1246240,3473408,3473408,3473408,3473408,3473408,3473408
1969031,209715200,9417576,200297624,1969030,69926912,56942264,12984648,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,479,1.3038820712E10,7.483344E7,175200.0,7.465824E7,1950113.0,1969053,1969059,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,57029864,56942264,69926912,69926912,69926912,69926912,69926912,69926912,-53968,0,1282048,1336016,3473408,3473408,3473408,3473408,3473408,3473408
1972854,209715200,9417576,200297624,1972853,69926912,57059064,12867848,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,480,1.306656532E10,7.486264E7,175200.0,7.468744E7,1953842.0,1972779,1972788,9,-27744608,0,0,27744608,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,57059064,57029864,69926912,69926912,69926912,69926912,69926912,69926912,19584,0,1301632,1282048,3473408,3473408,3473408,3473408,3473408,3473408
1976452,209715200,9417576,200297624,1976451,69926912,57117464,12809448,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,481,1.3094347288E10,7.492104E7,175200.0,7.474584E7,1957505.0,1976440,1976451,11,-27781968,0,0,27781968,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,57117464,57059064,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1301632,1301632,3473408,3473408,3473408,3473408,3473408,3473408
1980482,209715200,9417576,200297624,1980481,69926912,57175864,12751048,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,482,1.312229392E10,7.497944E7,175200.0,7.480424E7,1961471.0,1980413,1980417,4,-27946632,0,0,27946632,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,57175864,57117464,69926912,69926912,69926912,69926912,69926912,69926912,-227080,0,1074552,1301632,3473408,3473408,3473408,3473408,3473408,3473408
1984375,209715200,9417576,200297624,1984374,69926912,57205064,12721848,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,483,1.31502424E10,7.500864E7,175200.0,7.483344E7,1965340.0,1984272,1984286,14,-27948480,0,0,27948480,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,57205064,57175864,69926912,69926912,69926912,69926912,69926912,69926912,55392,0,1129944,1074552,3473408,3473408,3473408,3473408,3473408,3473408
1988418,209715200,9417576,200297624,1988417,69926912,57292664,12634248,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,484,1.3178158056E10,7.509624E7,175200.0,7.492104E7,1969401.0,1988341,1988347,6,-27915656,0,0,27915656,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,57292664,57205064,69926912,69926912,69926912,69926912,69926912,69926912,390272,0,1520216,1129944,3473408,3473408,3473408,3473408,3473408,3473408
1992550,209715200,9417576,200297624,1992549,69926912,57292664,12634248,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,485,1.3206137104E10,7.509624E7,175200.0,7.492104E7,1973602.0,1992546,1992548,2,-27979048,0,0,27979048,27983872,27983872,27983872,27983872,27983872,27983872,0,0,57292664,57292664,69926912,69926912,69926912,69926912,69926912,69926912,-223528,0,1296688,1520216,3473408,3473408,3473408,3473408,3473408,3473408
1996670,209715200,9417576,200297624,1996669,69926912,57409464,12517448,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,486,1.3234054592E10,7.521304E7,175200.0,7.503784E7,1977673.0,1996613,1996619,6,-27917488,0,0,27917488,27983872,27983872,27983872,27983872,27983872,27983872,116800,0,57409464,57292664,69926912,69926912,69926912,69926912,69926912,69926912,223528,0,1520216,1296688,3473408,3473408,3473408,3473408,3473408,3473408
2000766,209715200,9417576,200297624,2000765,69926912,57409464,12517448,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,487,1.3262007608E10,7.521304E7,175200.0,7.503784E7,1981749.0,2000689,2000695,6,-27953016,0,0,27953016,27983872,27983872,27983872,27983872,27983872,27983872,0,0,57409464,57409464,69926912,69926912,69926912,69926912,69926912,69926912,-390272,0,1129944,1520216,3473408,3473408,3473408,3473408,3473408,3473408
2004162,209715200,9417576,200297624,2004161,69926912,57497064,12429848,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,488,1.3289875848E10,7.530064E7,175200.0,7.512544E7,1985205.0,2004120,2004151,31,-27868240,0,0,27868240,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,57497064,57409464,69926912,69926912,69926912,69926912,69926912,69926912,-57440,0,1072504,1129944,3473408,3473408,3473408,3473408,3473408,3473408
2008813,209715200,9417576,200297624,2008812,69926912,57526264,12400648,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,489,1.3317737512E10,7.532984E7,175200.0,7.515464E7,1989821.0,2008761,2008767,6,-27861664,0,0,27861664,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,57526264,57497064,69926912,69926912,69926912,69926912,69926912,69926912,-75616,0,996888,1072504,3473408,3473408,3473408,3473408,3473408,3473408
2012986,209715200,9417576,200297624,2012985,69926912,57555464,12371448,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,490,1.33456866E10,7.535904E7,175200.0,7.518384E7,1994029.0,2012969,2012975,6,-27949088,0,0,27949088,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,57555464,57526264,69926912,69926912,69926912,69926912,69926912,69926912,335512,0,1332400,996888,3473408,3473408,3473408,3473408,3473408,3473408
2016658,209715200,9417576,200297624,2016657,69926912,57643064,12283848,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,491,1.3373591584E10,7.544664E7,175200.0,7.527144E7,1997711.0,2016646,2016657,11,-27904984,0,0,27904984,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,57643064,57555464,69926912,69926912,69926912,69926912,69926912,69926912,-257848,0,1074552,1332400,3473408,3473408,3473408,3473408,3473408,3473408
2020688,209715200,9417576,200297624,2020687,69926912,57643208,12283704,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,492,1.3401492552E10,7.5446784E7,175200.0,7.5271584E7,2001667.0,2020609,2020613,4,-27900968,0,0,27900968,27983872,27983872,27983872,27983872,27983872,27983872,144,0,57643208,57643064,69926912,69926912,69926912,69926912,69926912,69926912,200408,0,1274960,1074552,3473408,3473408,3473408,3473408,3473408,3473408
2024908,209715200,9417576,200297624,2024907,69926912,57672336,12254576,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,493,1.3429254744E10,7.5475912E7,175200.0,7.5300712E7,2005930.0,2024870,2024876,6,-27762192,0,0,27762192,27983872,27983872,27983872,27983872,27983872,27983872,29128,0,57672336,57643208,69926912,69926912,69926912,69926912,69926912,69926912,57440,0,1332400,1274960,3473408,3473408,3473408,3473408,3473408,3473408
2028804,209715200,9417576,200297624,2028804,69926912,57759936,12166976,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,494,1.3457205168E10,7.5563512E7,175200.0,7.5388312E7,2009813.0,2028755,2028759,4,-27950424,0,0,27950424,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,57759936,57672336,69926912,69926912,69926912,69926912,69926912,69926912,-59488,0,1272912,1332400,3473408,3473408,3473408,3473408,3473408,3473408
2032744,209715200,9417576,200297624,2032743,69926912,57759936,12166976,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,495,1.348518904E10,7.5592712E7,175200.0,7.5417512E7,2013821.0,2032761,2032767,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,57789136,57759936,69926912,69926912,69926912,69926912,69926912,69926912,71056,0,1343968,1272912,3473408,3473408,3473408,3473408,3473408,3473408
2036757,209715200,9417576,200297624,2036745,69926912,57876736,12050176,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,496,1.3513168016E10,7.5680312E7,175200.0,7.5505112E7,2017795.0,2036737,2036741,4,-27978976,0,0,27978976,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,57876736,57789136,69926912,69926912,69926912,69926912,69926912,69926912,-302232,0,1041736,1343968,3473408,3473408,3473408,3473408,3473408,3473408
2040725,209715200,9417576,200297624,2040724,69926912,58625936,11300976,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,498,1.3513308104E10,7.6429512E7,175200.0,7.6254312E7,2021735.0,2040671,2040681,10,-140088,0,0,140088,27983872,27983872,27983872,27983872,27983872,27983872,749200,0,58625936,57876736,69926912,69926912,69926912,69926912,69926912,69926912,-609488,0,140072,749560,3473408,3473408,3473408,3473408,3473408,3473408
2044826,209715200,9417576,200297624,2044825,69926912,58625936,11300976,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,499,1.3541291976E10,7.656756E7,175200.0,7.639236E7,2025954.0,2044894,2044900,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,138048,0,58763984,58625936,69926912,69926912,69926912,69926912,69926912,69926912,1586792,0,1726864,140072,3473408,3473408,3473408,3473408,3473408,3473408
2049135,209715200,9417576,200297624,2049134,69926912,59004944,10921968,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,500,1.3569222104E10,7.680852E7,175200.0,7.663332E7,2030136.0,2049076,2049082,6,-27930128,0,0,27930128,27983872,27983872,27983872,27983872,27983872,27983872,240960,0,59004944,58763984,69926912,69926912,69926912,69926912,69926912,69926912,-285160,0,1441704,1726864,3473408,3473408,3473408,3473408,3473408,3473408
2053751,209715200,9417576,200297624,2053750,69926912,59063272,10863640,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,501,1.3597205976E10,7.6866848E7,175200.0,7.6691648E7,2034691.0,2053625,2053637,12,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58328,0,59063272,59004944,69926912,69926912,69926912,69926912,69926912,69926912,-127088,0,1314976,1442064,3473408,3473408,3473408,3473408,3473408,3473408
2057891,209715200,9417576,200297624,2057890,69926912,59121672,10805240,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,502,1.3625028472E10,7.6925248E7,175200.0,7.6750048E7,2038907.0,2057838,2057853,15,-27822496,0,0,27822496,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,59121672,59063272,69926912,69926912,69926912,69926912,69926912,69926912,-70784,0,1244192,1314976,3473408,3473408,3473408,3473408,3473408,3473408
2061373,209715200,9417576,200297624,2061372,69926912,59121672,10805240,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,503,1.3652739912E10,7.6925248E7,175200.0,7.6750048E7,2042375.0,2061318,2061321,3,-27711440,0,0,27711440,27983872,27983872,27983872,27983872,27983872,27983872,0,0,59121672,59121672,69926912,69926912,69926912,69926912,69926912,69926912,118976,0,1363168,1244192,3473408,3473408,3473408,3473408,3473408,3473408
2065371,209715200,9417576,200297624,2065364,69926912,59238472,10688440,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,504,1.3680639184E10,7.7042048E7,175200.0,7.6866848E7,2046417.0,2065337,2065363,26,-27899272,0,0,27899272,27983872,27983872,27983872,27983872,27983872,27983872,116800,0,59238472,59121672,69926912,69926912,69926912,69926912,69926912,69926912,-317336,0,1045832,1363168,3473408,3473408,3473408,3473408,3473408,3473408
2069616,209715200,9417576,200297624,2069615,69926912,59238472,10688440,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,505,1.3708495448E10,7.7042048E7,175200.0,7.6866848E7,2050625.0,2069565,2069571,6,-27856264,0,0,27856264,27983872,27983872,27983872,27983872,27983872,27983872,0,0,59238472,59238472,69926912,69926912,69926912,69926912,69926912,69926912,562592,0,1608424,1045832,3473408,3473408,3473408,3473408,3473408,3473408
2073853,209715200,9417576,200297624,2073850,69926912,59238472,10688440,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,506,1.373647932E10,7.7129648E7,175200.0,7.6954448E7,2054930.0,2073870,2073876,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,59326072,59238472,69926912,69926912,69926912,69926912,69926912,69926912,-326376,0,1282048,1608424,3473408,3473408,3473408,3473408,3473408,3473408
2077912,209715200,9417576,200297624,2077911,69926912,59355272,10571640,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,507,1.376443828E10,7.7158848E7,175200.0,7.6983648E7,2058916.0,2077857,2077862,5,-27958960,0,0,27958960,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,59355272,59326072,69926912,69926912,69926912,69926912,69926912,69926912,-87672,0,1194376,1282048,3473408,3473408,3473408,3473408,3473408,3473408
2082013,209715200,9417576,200297624,2082005,69926912,59442872,10484040,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,508,1.3792414432E10,7.7246448E7,175200.0,7.7071248E7,2063051.0,2081981,2081997,16,-27976152,0,0,27976152,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,59442872,59355272,69926912,69926912,69926912,69926912,69926912,69926912,-1161096,0,644008,1805104,3473408,3473408,3473408,3473408,3473408,3473408
2085926,209715200,9417576,200297624,2085926,69926912,59442872,10484040,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,509,1.3820398304E10,7.7246448E7,175200.0,7.7071248E7,2067043.0,2085965,2085989,24,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,0,0,59442872,59442872,69926912,69926912,69926912,69926912,69926912,69926912,697528,0,1341536,644008,3473408,3473408,3473408,3473408,3473408,3473408
2090206,209715200,9417576,200297624,2090205,69926912,59530472,10396440,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,510,1.3848250088E10,7.7334048E7,175200.0,7.7158848E7,2071259.0,2090176,2090205,29,-27851784,0,0,27851784,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,59530472,59442872,69926912,69926912,69926912,69926912,69926912,69926912,-271080,0,1070456,1341536,3473408,3473408,3473408,3473408,3473408,3473408
2094443,209715200,9417576,200297624,2094442,69926912,59559672,10367240,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,511,1.387621924E10,7.7363248E7,175200.0,7.7188048E7,2075445.0,2094386,2094391,5,-27969152,0,0,27969152,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,59559672,59530472,69926912,69926912,69926912,69926912,69926912,69926912,138024,0,1208480,1070456,3473408,3473408,3473408,3473408,3473408,3473408
2098382,209715200,9417576,200297624,2098381,69926912,59588872,10338040,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,512,1.390407856E10,7.7392448E7,175200.0,7.7217248E7,2079390.0,2098330,2098336,6,-27859320,0,0,27859320,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,59588872,59559672,69926912,69926912,69926912,69926912,69926912,69926912,-78536,0,1129944,1208480,3473408,3473408,3473408,3473408,3473408,3473408
2101920,209715200,9417576,200297624,2101919,69926912,59676472,10250440,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,513,1.393192676E10,7.7480048E7,175200.0,7.7304848E7,2082933.0,2101873,2101879,6,-27848200,0,0,27848200,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,59676472,59588872,69926912,69926912,69926912,69926912,69926912,69926912,-88208,0,1041736,1129944,3473408,3473408,3473408,3473408,3473408,3473408
2106565,209715200,9417576,200297624,2106564,69926912,59676472,10250440,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,514,1.3959850152E10,7.7480048E7,175200.0,7.7304848E7,2087616.0,2106557,2106562,5,-27923392,0,0,27923392,27983872,27983872,27983872,27983872,27983872,27983872,0,0,59676472,59676472,69926912,69926912,69926912,69926912,69926912,69926912,-83480,0,958256,1041736,3473408,3473408,3473408,3473408,3473408,3473408
2111216,209715200,9417576,200297624,2111215,69926912,59793272,10133640,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,515,1.39877744E10,7.7596848E7,175200.0,7.7421648E7,2092253.0,2111193,2111199,6,-27924248,0,0,27924248,27983872,27983872,27983872,27983872,27983872,27983872,116800,0,59793272,59676472,69926912,69926912,69926912,69926912,69926912,69926912,561960,0,1520216,958256,3473408,3473408,3473408,3473408,3473408,3473408
