perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Par:Eden:Space:u(a-b),MaGC:Par:Eden:Space:c(a-b),MaGC:Par:Eden:Space:u(a),MaGC:Par:Eden:Space:u(b),MaGC:Par:Eden:Space:c(a),MaGC:Par:Eden:Space:c(b),MaGC:Par:Eden:Space:i(a),MaGC:Par:Eden:Space:i(b),MaGC:Par:Eden:Space:m(a),MaGC:Par:Eden:Space:m(b),MaGC:CMS:Old:Gen:u(a-b),MaGC:CMS:Old:Gen:c(a-b),MaGC:CMS:Old:Gen:u(a),MaGC:CMS:Old:Gen:u(b),MaGC:CMS:Old:Gen:c(a),MaGC:CMS:Old:Gen:c(b),MaGC:CMS:Old:Gen:i(a),MaGC:CMS:Old:Gen:i(b),MaGC:CMS:Old:Gen:m(a),MaGC:CMS:Old:Gen:m(b),MaGC:Par:Survivor:Space:u(a-b),MaGC:Par:Survivor:Space:c(a-b),MaGC:Par:Survivor:Space:u(a),MaGC:Par:Survivor:Space:u(b),MaGC:Par:Survivor:Space:c(a),MaGC:Par:Survivor:Space:c(b),MaGC:Par:Survivor:Space:i(a),MaGC:Par:Survivor:Space:i(b),MaGC:Par:Survivor:Space:m(a),MaGC:Par:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:Par:Eden:Space:u(a-b),MiGC:Par:Eden:Space:c(a-b),MiGC:Par:Eden:Space:u(a),MiGC:Par:Eden:Space:u(b),MiGC:Par:Eden:Space:c(a),MiGC:Par:Eden:Space:c(b),MiGC:Par:Eden:Space:i(a),MiGC:Par:Eden:Space:i(b),MiGC:Par:Eden:Space:m(a),MiGC:Par:Eden:Space:m(b),MiGC:CMS:Old:Gen:u(a-b),MiGC:CMS:Old:Gen:c(a-b),MiGC:CMS:Old:Gen:u(a),MiGC:CMS:Old:Gen:u(b),MiGC:CMS:Old:Gen:c(a),MiGC:CMS:Old:Gen:c(b),MiGC:CMS:Old:Gen:i(a),MiGC:CMS:Old:Gen:i(b),MiGC:CMS:Old:Gen:m(a),MiGC:CMS:Old:Gen:m(b),MiGC:Par:Survivor:Space:u(a-b),MiGC:Par:Survivor:Space:c(a-b),MiGC:Par:Survivor:Space:u(a),MiGC:Par:Survivor:Space:u(b),MiGC:Par:Survivor:Space:c(a),MiGC:Par:Survivor:Space:c(b),MiGC:Par:Survivor:Space:i(a),MiGC:Par:Survivor:Space:i(b),MiGC:Par:Survivor:Space:m(a),MiGC:Par:Survivor:Space:m(b)
2295325,209715200,9419032,200296168,2295324,69926912,62383136,7543776,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,546,1.479628344E10,8.0303208E7,146000.0,8.0157208E7,2279442.0,2295281,2295311,30,-27894408,0,0,27894408,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,62383136,62324736,69926912,69926912,69926912,69926912,69926912,69926912,480528,0,1579704,1099176,3473408,3473408,3473408,3473408,3473408,3473408
2299435,209715200,9419032,200296168,2299433,69926912,62441536,7485376,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,547,1.4824122736E10,8.0361608E7,146000.0,8.0215608E7,2283519.0,2299369,2299388,19,-27839296,0,0,27839296,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,62441536,62383136,69926912,69926912,69926912,69926912,69926912,69926912,-507200,0,1072504,1579704,3473408,3473408,3473408,3473408,3473408,3473408
2303370,209715200,9419032,200296168,2303369,69926912,62470736,7456176,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,548,1.4852106608E10,8.0390808E7,146000.0,8.0244808E7,2287499.0,2303365,2303368,3,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,62470736,62441536,69926912,69926912,69926912,69926912,69926912,69926912,-182872,0,889632,1072504,3473408,3473408,3473408,3473408,3473408,3473408
2307252,209715200,9419032,200296168,2307251,69926912,62470736,7456176,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,549,1.488009048E10,8.0449208E7,146000.0,8.0303208E7,2291444.0,2307297,2307313,16,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,62529136,62470736,69926912,69926912,69926912,69926912,69926912,69926912,596920,0,1486552,889632,3473408,3473408,3473408,3473408,3473408,3473408
2311499,209715200,9419032,200296168,2311498,69926912,62558336,7368576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,550,1.4907982008E10,8.0478408E7,146000.0,8.0332408E7,2295613.0,2311449,2311482,33,-27891528,0,0,27891528,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,62558336,62529136,69926912,69926912,69926912,69926912,69926912,69926912,-80584,0,1405968,1486552,3473408,3473408,3473408,3473408,3473408,3473408
2315759,209715200,9419032,200296168,2315758,69926912,62645936,7280976,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,551,1.4935955976E10,8.0566008E7,146000.0,8.0420008E7,2299884.0,2315746,2315753,7,-27973968,0,0,27973968,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,62645936,62558336,69926912,69926912,69926912,69926912,69926912,69926912,-133056,0,1272912,1405968,3473408,3473408,3473408,3473408,3473408,3473408
2319983,209715200,9419032,200296168,2319983,69926912,62675136,7251776,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,552,1.4963845576E10,8.0595208E7,146000.0,8.0449208E7,2304110.0,2319973,2319979,6,-27889600,0,0,27889600,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,62675136,62645936,69926912,69926912,69926912,69926912,69926912,69926912,-173736,0,1099176,1272912,3473408,3473408,3473408,3473408,3473408,3473408
2324726,209715200,9419032,200296168,2324720,69926912,62733536,7193376,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,553,1.4991643504E10,8.0653608E7,146000.0,8.0507608E7,2308850.0,2324709,2324719,10,-27797928,0,0,27797928,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,62733536,62675136,69926912,69926912,69926912,69926912,69926912,69926912,-440720,0,934480,1375200,3473408,3473408,3473408,3473408,3473408,3473408
2328534,209715200,9419032,200296168,2328498,69926912,62762736,7164176,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,554,1.5019582552E10,8.0682808E7,146000.0,8.0536808E7,2312653.0,2328509,2328522,13,-27939048,0,0,27939048,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,62762736,62733536,69926912,69926912,69926912,69926912,69926912,69926912,442768,0,1377248,934480,3473408,3473408,3473408,3473408,3473408,3473408
2332558,209715200,9419032,200296168,2332552,69926912,62821136,7105776,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,555,1.504751564E10,8.0741208E7,146000.0,8.0595208E7,2316682.0,2332530,2332551,21,-27933088,0,0,27933088,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,62821136,62762736,69926912,69926912,69926912,69926912,69926912,69926912,-73568,0,1303680,1377248,3473408,3473408,3473408,3473408,3473408,3473408
2336624,209715200,9419032,200296168,2336623,69926912,62879536,7047376,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,556,1.5075431912E10,8.0799608E7,146000.0,8.0653608E7,2320738.0,2336601,2336607,6,-27916272,0,0,27916272,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,62879536,62821136,69926912,69926912,69926912,69926912,69926912,69926912,-30768,0,1272912,1303680,3473408,3473408,3473408,3473408,3473408,3473408
2340489,209715200,9419032,200296168,2340488,69926912,62879536,7047376,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,557,1.5103415784E10,8.0828808E7,146000.0,8.0682808E7,2324644.0,2340509,2340513,4,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,62908736,62879536,69926912,69926912,69926912,69926912,69926912,69926912,80192,0,1353104,1272912,3473408,3473408,3473408,3473408,3473408,3473408
2344406,209715200,9419032,200296168,2344404,69926912,62996336,6930576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,558,1.5131336216E10,8.0916408E7,146000.0,8.0770408E7,2328524.0,2344389,2344393,4,-27920432,0,0,27920432,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,62996336,62908736,69926912,69926912,69926912,69926912,69926912,69926912,-282648,0,1070456,1353104,3473408,3473408,3473408,3473408,3473408,3473408
2348404,209715200,9419032,200296168,2348403,69926912,63025536,6901376,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,559,1.5159320088E10,8.0945608E7,146000.0,8.0799608E7,2332422.0,2348285,2348291,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,63025536,62996336,69926912,69926912,69926912,69926912,69926912,69926912,456016,0,1526472,1070456,3473408,3473408,3473408,3473408,3473408,3473408
2352258,209715200,9419032,200296168,2352257,69926912,63083936,6842976,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,560,1.5187031448E10,8.1004008E7,146000.0,8.0858008E7,2336380.0,2352229,2352249,20,-27711360,0,0,27711360,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63083936,63025536,69926912,69926912,69926912,69926912,69926912,69926912,-425248,0,1101224,1526472,3473408,3473408,3473408,3473408,3473408,3473408
2356372,209715200,9419032,200296168,2356371,69926912,63083936,6842976,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,561,1.521501532E10,8.1062408E7,146000.0,8.0916408E7,2340534.0,2356397,2356403,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63142336,63083936,69926912,69926912,69926912,69926912,69926912,69926912,184920,0,1286144,1101224,3473408,3473408,3473408,3473408,3473408,3473408
2360654,209715200,9419032,200296168,2360654,69926912,63171536,6755376,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,562,1.524297304E10,8.1091608E7,146000.0,8.0945608E7,2344740.0,2360605,2360609,4,-27957720,0,0,27957720,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,63171536,63142336,69926912,69926912,69926912,69926912,69926912,69926912,-46896,0,1239248,1286144,3473408,3473408,3473408,3473408,3473408,3473408
2364656,209715200,9419032,200296168,2364655,69926912,63229936,6696976,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,563,1.5270799144E10,8.1150008E7,146000.0,8.1004008E7,2348772.0,2364621,2364641,20,-27826104,0,0,27826104,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63229936,63171536,69926912,69926912,69926912,69926912,69926912,69926912,-138024,0,1101224,1239248,3473408,3473408,3473408,3473408,3473408,3473408
2368379,209715200,9419032,200296168,2368378,69926912,63288336,6638576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,564,1.5298756064E10,8.1208408E7,146000.0,8.1062408E7,2352502.0,2368365,2368371,6,-27956920,0,0,27956920,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63288336,63229936,69926912,69926912,69926912,69926912,69926912,69926912,-2048,0,1099176,1101224,3473408,3473408,3473408,3473408,3473408,3473408
2372640,209715200,9419032,200296168,2372639,69926912,63346736,6580176,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,565,1.5326739936E10,8.1266808E7,146000.0,8.1120808E7,2356728.0,2372593,2372597,4,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63346736,63288336,69926912,69926912,69926912,69926912,69926912,69926912,-28720,0,1070456,1099176,3473408,3473408,3473408,3473408,3473408,3473408
2376542,209715200,9419032,200296168,2376541,69926912,63375936,6550976,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,566,1.5354533832E10,8.1296008E7,146000.0,8.1150008E7,2360626.0,2376469,2376495,26,-27793896,0,0,27793896,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,63375936,63346736,69926912,69926912,69926912,69926912,69926912,69926912,-171688,0,898768,1070456,3473408,3473408,3473408,3473408,3473408,3473408
2380665,209715200,9419032,200296168,2380664,69926912,63434336,6492576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,567,1.5382333376E10,8.1354408E7,146000.0,8.1208408E7,2364778.0,2380625,2380647,22,-27799544,0,0,27799544,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63434336,63375936,69926912,69926912,69926912,69926912,69926912,69926912,202456,0,1101224,898768,3473408,3473408,3473408,3473408,3473408,3473408
2384686,209715200,9419032,200296168,2384685,69926912,63434336,6492576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,568,1.5410317248E10,8.1412808E7,146000.0,8.1266808E7,2368863.0,2384701,2384732,31,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63492736,63434336,69926912,69926912,69926912,69926912,69926912,69926912,587784,0,1689008,1101224,3473408,3473408,3473408,3473408,3473408,3473408
2389531,209715200,9419032,200296168,2389531,69926912,63521936,6404976,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,569,1.543830112E10,8.1442008E7,146000.0,8.1296008E7,2373552.0,2389397,2389421,24,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,63521936,63492736,69926912,69926912,69926912,69926912,69926912,69926912,-640408,0,1048600,1689008,3473408,3473408,3473408,3473408,3473408,3473408
2393875,209715200,9419032,200296168,2393874,69926912,63580336,6346576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,570,1.5466242584E10,8.1500408E7,146000.0,8.1354408E7,2377995.0,2393857,2393864,7,-27941464,0,0,27941464,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63580336,63521936,69926912,69926912,69926912,69926912,69926912,69926912,95424,0,1144024,1048600,3473408,3473408,3473408,3473408,3473408,3473408
2398430,209715200,9419032,200296168,2398429,69926912,63580336,6346576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,571,1.5494226456E10,8.1529608E7,146000.0,8.1383608E7,2382635.0,2398477,2398504,27,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,63609536,63580336,69926912,69926912,69926912,69926912,69926912,69926912,371248,0,1515272,1144024,3473408,3473408,3473408,3473408,3473408,3473408
2403034,209715200,9419032,200296168,2403033,69926912,63667936,6258976,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,572,1.55221492E10,8.1588008E7,146000.0,8.1442008E7,2387163.0,2403026,2403032,6,-27922744,0,0,27922744,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63667936,63609536,69926912,69926912,69926912,69926912,69926912,69926912,-830144,0,685128,1515272,3473408,3473408,3473408,3473408,3473408,3473408
2406951,209715200,9419032,200296168,2406950,69926912,63726336,6200576,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,573,1.5549994472E10,8.1646408E7,146000.0,8.1500408E7,2391010.0,2406873,2406879,6,-27845272,0,0,27845272,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63726336,63667936,69926912,69926912,69926912,69926912,69926912,69926912,414048,0,1099176,685128,3473408,3473408,3473408,3473408,3473408,3473408
2411257,209715200,9419032,200296168,2411256,69926912,63784768,6142144,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,574,1.5577960008E10,8.170484E7,146000.0,8.155884E7,2395373.0,2411229,2411242,13,-27965536,0,0,27965536,27983872,27983872,27983872,27983872,27983872,27983872,58432,0,63784768,63726336,69926912,69926912,69926912,69926912,69926912,69926912,278072,0,1377248,1099176,3473408,3473408,3473408,3473408,3473408,3473408
2415551,209715200,9419032,200296168,2415550,69926912,63843168,6083744,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,575,1.5605900024E10,8.176324E7,146000.0,8.161724E7,2399640.0,2415505,2415509,4,-27940016,0,0,27940016,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63843168,63784768,69926912,69926912,69926912,69926912,69926912,69926912,-102288,0,1274960,1377248,3473408,3473408,3473408,3473408,3473408,3473408
2419779,209715200,9419032,200296168,2419778,69926912,63872368,6054544,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,576,1.563367032E10,8.179244E7,146000.0,8.164644E7,2403895.0,2419737,2419764,27,-27770296,0,0,27770296,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,63872368,63843168,69926912,69926912,69926912,69926912,69926912,69926912,28720,0,1303680,1274960,3473408,3473408,3473408,3473408,3473408,3473408
2423689,209715200,9419032,200296168,2423688,69926912,63930768,5996144,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,577,1.5661654192E10,8.185084E7,146000.0,8.170484E7,2407762.0,2423625,2423631,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,63930768,63872368,69926912,69926912,69926912,69926912,69926912,69926912,-26672,0,1277008,1303680,3473408,3473408,3473408,3473408,3473408,3473408
2427739,209715200,9419032,200296168,2427738,69926912,63959968,5966944,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,578,1.5689625896E10,8.188004E7,146000.0,8.173404E7,2411859.0,2427724,2427728,4,-27971704,0,0,27971704,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,63959968,63930768,69926912,69926912,69926912,69926912,69926912,69926912,26672,0,1303680,1277008,3473408,3473408,3473408,3473408,3473408,3473408
2431851,209715200,9419032,200296168,2431850,69926912,64018368,5908544,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,579,1.5717563144E10,8.193844E7,146000.0,8.179244E7,2415965.0,2431809,2431834,25,-27937248,0,0,27937248,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,64018368,63959968,69926912,69926912,69926912,69926912,69926912,69926912,-64432,0,1239248,1303680,3473408,3473408,3473408,3473408,3473408,3473408
2436091,209715200,9419032,200296168,2436090,69926912,64047712,5879200,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,580,1.5745547016E10,8.1967784E7,146000.0,8.1821784E7,2420172.0,2436037,2436041,4,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29344,0,64047712,64018368,69926912,69926912,69926912,69926912,69926912,69926912,-140072,0,1099176,1239248,3473408,3473408,3473408,3473408,3473408,3473408
2439956,209715200,9419032,200296168,2439955,69926912,64047712,5879200,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,581,1.5773472904E10,8.2026112E7,146000.0,8.1880112E7,2424114.0,2439961,2439983,22,-27925888,0,0,27925888,27983872,27983872,27983872,27983872,27983872,27983872,58328,0,64106040,64047712,69926912,69926912,69926912,69926912,69926912,69926912,-652312,0,722888,1375200,3473408,3473408,3473408,3473408,3473408,3473408
2443918,209715200,9419032,200296168,2443915,69926912,64135240,5791672,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,582,1.5801413312E10,8.2055312E7,146000.0,8.1909312E7,2428034.0,2443897,2443903,6,-27940408,0,0,27940408,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,64135240,64106040,69926912,69926912,69926912,69926912,69926912,69926912,173832,0,896720,722888,3473408,3473408,3473408,3473408,3473408,3473408
2448071,209715200,9419032,200296168,2448069,69926912,64193640,5733272,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,583,1.5829397184E10,8.2113712E7,146000.0,8.1967712E7,2432183.0,2448045,2448052,7,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,64193640,64135240,69926912,69926912,69926912,69926912,69926912,69926912,0,0,896720,896720,3473408,3473408,3473408,3473408,3473408,3473408
2451617,209715200,9419032,200296168,2451616,69926912,64252040,5674872,8,293.0,1299188,1299263,75,400656,0,890344,489688,27983872,27983872,27983872,27983872,27983872,27983872,-17803848,0,46550112,64353960,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1099176,1099176,3473408,3473408,3473408,3473408,3473408,3473408,584,1.5857310248E10,8.2172112E7,146000.0,8.2026112E7,2435704.0,2451567,2451573,6,-27913064,0,0,27913064,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,64252040,64193640,69926912,69926912,69926912,69926912,69926912,69926912,173736,0,1070456,896720,3473408,3473408,3473408,3473408,3473408,3473408
